original_text,extracted_url,label,source,filename
"10055    https://www.en.wikipedia.org/wiki/St._Louis_Rams
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/St._Louis_Rams,0,genuine,benign_10055.png
"10056    https://www.en.wikipedia.org/wiki/St._Mary%27s...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/St._Mary%27s..,0,genuine,benign_10056.png
"10057    https://www.en.wikipedia.org/wiki/St._Mary's_H...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/St._Mary,0,genuine,benign_10057.png
"10058    https://www.en.wikipedia.org/wiki/St._Mary_Cen...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/St._Mary_Cen..,0,genuine,benign_10058.png
"10059    https://www.en.wikipedia.org/wiki/St._Michael%...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/St._Michael%..,0,genuine,benign_10059.png
"1006    https://www.en.wikipedia.org/wiki/Bill_Hicks
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Bill_Hicks,0,genuine,benign_1006.png
"10060    https://www.en.wikipedia.org/wiki/St._Patrick%...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/St._Patrick%..,0,genuine,benign_10060.png
"10061    https://www.en.wikipedia.org/wiki/St._Paul%27s...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/St._Paul%27s..,0,genuine,benign_10061.png
"10062    https://www.en.wikipedia.org/wiki/St._Pius_X_C...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/St._Pius_X_C..,0,genuine,benign_10062.png
"10063    https://www.en.wikipedia.org/wiki/St._Rita%27s...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/St._Rita%27s..,0,genuine,benign_10063.png
"10064    https://www.en.wikipedia.org/wiki/St._Vincent_...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/St._Vincent_..,0,genuine,benign_10064.png
"10065    https://www.en.wikipedia.org/wiki/St_Denis_(MA...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/St_Denis_(MA..,0,genuine,benign_10065.png
"10066    https://www.en.wikipedia.org/wiki/St_Johnstone...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/St_Johnstone..,0,genuine,benign_10066.png
"10067    https://www.en.wikipedia.org/wiki/St_Mary%27s_...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/St_Mary%27s_..,0,genuine,benign_10067.png
"10068    https://www.en.wikipedia.org/wiki/Stablemates
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stablemates,0,genuine,benign_10068.png
"10069    https://www.en.wikipedia.org/wiki/Stacey_Jackson
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stacey_Jackson,0,genuine,benign_10069.png
"1007    https://www.en.wikipedia.org/wiki/Bill_Hicks_d...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Bill_Hicks_d..,0,genuine,benign_1007.png
"10070    https://www.en.wikipedia.org/wiki/Stacey_Slater
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stacey_Slater,0,genuine,benign_10070.png
"10071    https://www.en.wikipedia.org/wiki/Stachiewicz
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stachiewicz,0,genuine,benign_10071.png
"10073    https://www.en.wikipedia.org/wiki/Stacy_Keach_Sr
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stacy_Keach_Sr,0,genuine,benign_10073.png
"10074    https://www.en.wikipedia.org/wiki/Stade_Uniprix
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stade_Uniprix,0,genuine,benign_10074.png
"10075    https://www.en.wikipedia.org/wiki/Stafford_Loan
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stafford_Loan,0,genuine,benign_10075.png
"10076    https://www.en.wikipedia.org/wiki/Stage_(Great...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stage_(Great..,0,genuine,benign_10076.png
"10077    https://www.en.wikipedia.org/wiki/Stagliano
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stagliano,0,genuine,benign_10077.png
"10078    https://www.en.wikipedia.org/wiki/Staley_High_...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Staley_High_..,0,genuine,benign_10078.png
"10079    https://www.en.wikipedia.org/wiki/Stampede_(Th...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stampede_(Th..,0,genuine,benign_10079.png
"1008    https://www.en.wikipedia.org/wiki/Bill_Hutchin...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Bill_Hutchin..,0,genuine,benign_1008.png
"10081    https://www.en.wikipedia.org/wiki/Stan_Brakhage
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stan_Brakhage,0,genuine,benign_10081.png
"10082    https://www.en.wikipedia.org/wiki/Stand-up_comedy
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stand-up_comedy,0,genuine,benign_10082.png
"10084    https://www.en.wikipedia.org/wiki/Stand_Up_Com...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stand_Up_Com..,0,genuine,benign_10084.png
"10085    https://www.en.wikipedia.org/wiki/Standard_Hindi
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Standard_Hindi,0,genuine,benign_10085.png
"10086    https://www.en.wikipedia.org/wiki/Standard_Liege
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Standard_Liege,0,genuine,benign_10086.png
"10087    https://www.en.wikipedia.org/wiki/Standard_Life
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Standard_Life,0,genuine,benign_10087.png
"10088    https://www.en.wikipedia.org/wiki/Standard_Lif...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Standard_Lif..,0,genuine,benign_10088.png
"10089    https://www.en.wikipedia.org/wiki/Stanis%C5%82...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stanis%C5%82..,0,genuine,benign_10089.png
"1009    https://www.en.wikipedia.org/wiki/Bill_Hutchis...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Bill_Hutchis..,0,genuine,benign_1009.png
"10090    https://www.en.wikipedia.org/wiki/Stanislav_(g...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stanislav_(g..,0,genuine,benign_10090.png
"10091    https://www.en.wikipedia.org/wiki/Stanley_Hartt
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stanley_Hartt,0,genuine,benign_10091.png
"10092    https://www.en.wikipedia.org/wiki/Stanley_Miller
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stanley_Miller,0,genuine,benign_10092.png
"10093    https://www.en.wikipedia.org/wiki/Star_Maps
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Star_Maps,0,genuine,benign_10093.png
"10094    https://www.en.wikipedia.org/wiki/Star_Trek
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Star_Trek,0,genuine,benign_10094.png
"10095    https://www.en.wikipedia.org/wiki/Star_Trek_(f...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Star_Trek_(f..,0,genuine,benign_10095.png
"10096    https://www.en.wikipedia.org/wiki/Star_Trek_2_...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Star_Trek_2_..,0,genuine,benign_10096.png
"10097    https://www.en.wikipedia.org/wiki/Star_Trek_games
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Star_Trek_games,0,genuine,benign_10097.png
"10098    https://www.en.wikipedia.org/wiki/Stark_Raving...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stark_Raving..,0,genuine,benign_10098.png
"10099    https://www.en.wikipedia.org/wiki/Stark_Raving...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stark_Raving..,0,genuine,benign_10099.png
"101    https://www.thepiratebay.org
Name: url, dtype: object",https://www.thepiratebay.org,0,genuine,benign_101.png
"1010    https://www.en.wikipedia.org/wiki/Bill_Kelso
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Bill_Kelso,0,genuine,benign_1010.png
"10100    https://www.en.wikipedia.org/wiki/Starla_Brodie
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Starla_Brodie,0,genuine,benign_10100.png
"10101    https://www.en.wikipedia.org/wiki/Starlight_Th...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Starlight_Th..,0,genuine,benign_10101.png
"10102    https://www.en.wikipedia.org/wiki/Starlink_Avi...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Starlink_Avi..,0,genuine,benign_10102.png
"10103    https://www.en.wikipedia.org/wiki/Starnes
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Starnes,0,genuine,benign_10103.png
"10104    https://www.en.wikipedia.org/wiki/Starz_(TV_ch...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Starz_(TV_ch..,0,genuine,benign_10104.png
"10105    https://www.en.wikipedia.org/wiki/Starz_Media
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Starz_Media,0,genuine,benign_10105.png
"10106    https://www.en.wikipedia.org/wiki/State_Route_...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/State_Route_..,0,genuine,benign_10106.png
"10107    https://www.en.wikipedia.org/wiki/Static_elect...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Static_elect..,0,genuine,benign_10107.png
"10108    https://www.en.wikipedia.org/wiki/Stavesacre
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stavesacre,0,genuine,benign_10108.png
"10109    https://www.en.wikipedia.org/wiki/Staying_Power
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Staying_Power,0,genuine,benign_10109.png
"1011    https://www.en.wikipedia.org/wiki/Bill_Kelso_(...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Bill_Kelso_(..,0,genuine,benign_1011.png
"10110    https://www.en.wikipedia.org/wiki/Staying_Powe...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Staying_Powe..,0,genuine,benign_10110.png
"10111    https://www.en.wikipedia.org/wiki/Steady_Mobb%27n
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Steady_Mobb%27n,0,genuine,benign_10111.png
"10112    https://www.en.wikipedia.org/wiki/Stefan_Danailov
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stefan_Danailov,0,genuine,benign_10112.png
"10113    https://www.en.wikipedia.org/wiki/Stefani_Scha...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stefani_Scha..,0,genuine,benign_10113.png
"10114    https://www.en.wikipedia.org/wiki/Stefanie_Sch...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stefanie_Sch..,0,genuine,benign_10114.png
"10115    https://www.en.wikipedia.org/wiki/Stefano_Giliati
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stefano_Giliati,0,genuine,benign_10115.png
"10116    https://www.en.wikipedia.org/wiki/Steffen_(sur...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Steffen_(sur..,0,genuine,benign_10116.png
"10117    https://www.en.wikipedia.org/wiki/Steinberg_(s...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Steinberg_(s..,0,genuine,benign_10117.png
"10118    https://www.en.wikipedia.org/wiki/Stephane
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stephane,0,genuine,benign_10118.png
"10119    https://www.en.wikipedia.org/wiki/Stephane_Auger
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stephane_Auger,0,genuine,benign_10119.png
"1012    https://www.en.wikipedia.org/wiki/Bill_Kling
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Bill_Kling,0,genuine,benign_1012.png
"10120    https://www.en.wikipedia.org/wiki/Stephane_Ber...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stephane_Ber..,0,genuine,benign_10120.png
"10121    https://www.en.wikipedia.org/wiki/Stephane_Fiset
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stephane_Fiset,0,genuine,benign_10121.png
"10122    https://www.en.wikipedia.org/wiki/Stephane_Gauger
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stephane_Gauger,0,genuine,benign_10122.png
"10123    https://www.en.wikipedia.org/wiki/Stephane_Morin
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stephane_Morin,0,genuine,benign_10123.png
"10124    https://www.en.wikipedia.org/wiki/Stephen_A._J...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stephen_A._J..,0,genuine,benign_10124.png
"10125    https://www.en.wikipedia.org/wiki/Stephen_Angers
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stephen_Angers,0,genuine,benign_10125.png
"10126    https://www.en.wikipedia.org/wiki/Stephen_Arroyo
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stephen_Arroyo,0,genuine,benign_10126.png
"10127    https://www.en.wikipedia.org/wiki/Stephen_Clark
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stephen_Clark,0,genuine,benign_10127.png
"10128    https://www.en.wikipedia.org/wiki/Stephen_Clar...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stephen_Clar..,0,genuine,benign_10128.png
"10129    https://www.en.wikipedia.org/wiki/Stephen_Colbert
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stephen_Colbert,0,genuine,benign_10129.png
"1013    https://www.en.wikipedia.org/wiki/Bill_Lee_(le...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Bill_Lee_(le..,0,genuine,benign_1013.png
"10130    https://www.en.wikipedia.org/wiki/Stephen_Hend...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stephen_Hend..,0,genuine,benign_10130.png
"10131    https://www.en.wikipedia.org/wiki/Stephen_Hunter
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stephen_Hunter,0,genuine,benign_10131.png
"10132    https://www.en.wikipedia.org/wiki/Stephen_Hunt...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stephen_Hunt..,0,genuine,benign_10132.png
"10133    https://www.en.wikipedia.org/wiki/Stephen_Hymer
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stephen_Hymer,0,genuine,benign_10133.png
"10134    https://www.en.wikipedia.org/wiki/Stephen_Lang...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stephen_Lang..,0,genuine,benign_10134.png
"10135    https://www.en.wikipedia.org/wiki/Stephen_McKi...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stephen_McKi..,0,genuine,benign_10135.png
"10136    https://www.en.wikipedia.org/wiki/Stepto
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stepto,0,genuine,benign_10136.png
"10137    https://www.en.wikipedia.org/wiki/Stereo_night...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Stereo_night..,0,genuine,benign_10137.png
"10138    https://www.en.wikipedia.org/wiki/Sterling_Ins...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Sterling_Ins..,0,genuine,benign_10138.png
"10139    https://www.en.wikipedia.org/wiki/Steve_Alford
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Steve_Alford,0,genuine,benign_10139.png
"1014    https://www.en.wikipedia.org/wiki/Bill_Lockyer
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Bill_Lockyer,0,genuine,benign_1014.png
"10140    https://www.en.wikipedia.org/wiki/Steve_Anthony
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Steve_Anthony,0,genuine,benign_10140.png
"10141    https://www.en.wikipedia.org/wiki/Steve_Bosse
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Steve_Bosse,0,genuine,benign_10141.png
"10142    https://www.en.wikipedia.org/wiki/Steve_Brule
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Steve_Brule,0,genuine,benign_10142.png
"10143    https://www.en.wikipedia.org/wiki/Steve_Burton...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Steve_Burton..,0,genuine,benign_10143.png
"10144    https://www.en.wikipedia.org/wiki/Steve_Busby
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Steve_Busby,0,genuine,benign_10144.png
"10145    https://www.en.wikipedia.org/wiki/Steve_Coogan
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Steve_Coogan,0,genuine,benign_10145.png
"10146    https://www.en.wikipedia.org/wiki/Steve_Davis_...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Steve_Davis_..,0,genuine,benign_10146.png
"10147    https://www.en.wikipedia.org/wiki/Steve_Davis_...
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Steve_Davis_..,0,genuine,benign_10147.png
"10149    https://www.en.wikipedia.org/wiki/Steve_Dubinsky
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Steve_Dubinsky,0,genuine,benign_10149.png
"1015    https://www.en.wikipedia.org/wiki/Bill_McKechnie
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Bill_McKechnie,0,genuine,benign_1015.png
"10150    https://www.en.wikipedia.org/wiki/Steve_Finnan
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Steve_Finnan,0,genuine,benign_10150.png
"10151    https://www.en.wikipedia.org/wiki/Steve_Gainey
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Steve_Gainey,0,genuine,benign_10151.png
"10152    https://www.en.wikipedia.org/wiki/Steve_Hosey
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Steve_Hosey,0,genuine,benign_10152.png
"10154    https://www.en.wikipedia.org/wiki/Steve_Kanaly
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Steve_Kanaly,0,genuine,benign_10154.png
"10155    https://www.en.wikipedia.org/wiki/Steve_Lang
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Steve_Lang,0,genuine,benign_10155.png
"10156    https://www.en.wikipedia.org/wiki/Steve_Lawson
Name: url, dtype: object",https://www.en.wikipedia.org/wiki/Steve_Lawson,0,genuine,benign_10156.png
